Subject,Condition,PedestalContrast,TargetContrast,TargetInterval,IsCorrect,ResponseTime
P9,2,7.943,1.413,1,0,947.041
P9,2,7.943,1.995,1,1,706.456
P9,1,7.943,1.413,1,0,988.102
P9,3,7.943,2.818,2,1,505.849
P9,2,7.943,1.995,1,0,714.333
P9,7,7.943,8.913,1,1,707.543
P9,2,7.943,2.818,1,1,883.639
P9,7,7.943,8.913,1,1,568.219
P9,8,7.943,8.913,2,1,472.766
P9,8,7.943,6.31,2,1,460.969
P9,2,7.943,2.818,1,0,743.868
P9,3,7.943,1.995,1,1,685.819
P9,5,7.943,15.849,2,1,424.078
P9,7,7.943,6.31,1,0,621.929
P9,2,7.943,3.981,1,1,546.942
P9,5,7.943,11.22,2,1,527.612
P9,5,7.943,11.22,1,1,436.702
P9,5,7.943,11.22,2,1,536.55
P9,1,7.943,1.995,1,1,521.433
P9,2,7.943,2.818,1,1,506.532
P9,3,7.943,1.995,1,0,734.533
P9,7,7.943,8.913,2,1,384.667
P9,8,7.943,6.31,1,0,421.943
P9,1,7.943,1.995,2,1,486.322
P9,5,7.943,7.943,1,1,538.126
P9,7,7.943,8.913,2,1,408.067
P9,2,7.943,2.818,2,0,475.168
P9,1,7.943,1.413,2,1,571.091
P9,3,7.943,2.818,2,1,798.277
P9,8,7.943,8.913,2,1,480.338
P9,5,7.943,7.943,2,1,487.596
P9,1,7.943,1.413,1,1,495.873
P9,3,7.943,2.818,1,1,514.856
P9,8,7.943,8.913,2,1,377.059
P9,1,7.943,1.413,1,0,438.047
P9,7,7.943,8.913,2,1,402.024
P9,3,7.943,1.995,2,1,491.167
P9,1,7.943,1.995,2,1,375.661
P9,3,7.943,1.995,2,1,350.208
P9,5,7.943,7.943,1,0,570.938
P9,3,7.943,1.995,1,0,283.824
P9,1,7.943,1.413,2,1,472.037
P9,5,7.943,11.22,2,1,456.629
P9,7,7.943,6.31,1,0,700.836
P9,8,7.943,6.31,1,0,1345.615
P9,1,7.943,1.413,2,1,400.47
P9,5,7.943,7.943,1,1,370.919
P9,1,7.943,1.413,1,0,595.363
P9,5,7.943,7.943,2,1,647.795
P9,5,7.943,7.943,1,1,461.324
P9,5,7.943,5.623,1,1,634.16
P9,5,7.943,5.623,1,1,619.965
P9,5,7.943,5.623,1,1,467.543
P9,5,7.943,3.981,1,1,464.396
P9,5,7.943,3.981,1,0,686.036
P9,1,7.943,11.22,2,1,468.256
P9,8,7.943,12.589,1,1,709.088
P9,3,7.943,11.22,1,1,329.944
P9,2,7.943,11.22,1,1,396.521
P9,1,7.943,11.22,2,1,464.717
P9,7,7.943,12.589,2,1,478.086
P9,6,7.943,11.22,2,1,431.037
P9,7,7.943,12.589,1,1,462.719
P9,8,7.943,12.589,1,1,592.662
P9,1,7.943,11.22,1,1,779.096
P9,8,7.943,12.589,1,1,701.454
P9,6,7.943,11.22,2,1,647.972
P9,8,7.943,6.31,2,1,1054.012
P9,1,7.943,5.623,1,1,549.589
P9,5,7.943,11.22,1,0,652.91
P9,7,7.943,12.589,1,1,676.88
P9,2,7.943,11.22,2,1,1777.11
P9,7,7.943,6.31,2,1,2072.167
P9,6,7.943,11.22,2,1,545.515
P9,6,7.943,5.623,1,1,1230.387
P9,6,7.943,5.623,1,1,805.826
P9,3,7.943,11.22,2,1,601.107
P9,5,7.943,22.387,2,1,442.959
P9,4,7.943,11.22,1,1,407.144
P9,6,7.943,5.623,1,1,425.604
P9,1,7.943,5.623,2,1,417.31
P9,1,7.943,5.623,1,0,516.914
P9,8,7.943,6.31,1,1,807.464
P9,4,7.943,11.22,1,1,413.59
P9,6,7.943,2.818,1,1,409.827
P9,1,7.943,11.22,1,1,611.573
P9,6,7.943,2.818,2,1,1289.812
P9,6,7.943,2.818,1,1,523.592
P9,3,7.943,11.22,1,1,616.255
P9,8,7.943,6.31,2,0,659.765
P9,5,7.943,22.387,2,1,447.384
P9,1,7.943,7.943,2,1,429.198
P9,1,7.943,7.943,2,1,488.429
P9,8,7.943,12.589,1,1,2.297
P9,7,7.943,6.31,2,1,482.26
P9,5,7.943,22.387,2,1,604.318
P9,5,7.943,11.22,1,1,160.576
P9,1,7.943,7.943,2,1,470.12
P9,7,7.943,6.31,1,1,512.082
P9,4,7.943,11.22,1,1,258.188
P9,7,7.943,3.162,2,1,556.466
P9,5,7.943,11.22,2,1,422.775
P9,8,7.943,8.913,2,1,2221.72
P9,4,7.943,5.623,1,1,406.629
P9,1,7.943,5.623,1,1,481.554
P9,5,7.943,11.22,2,1,495.405
P9,6,7.943,1.413,1,0,574.642
P9,7,7.943,3.162,2,0,596.6
P9,1,7.943,5.623,2,1,561.907
P9,7,7.943,6.31,1,0,558.831
P9,3,7.943,5.623,1,1,399.051
P9,8,7.943,8.913,1,1,422.592
P9,8,7.943,8.913,2,1,515.976
P9,1,7.943,5.623,1,1,348.79
P9,8,7.943,6.31,1,0,480.862
P9,4,7.943,5.623,1,1,497.491
P9,5,7.943,7.943,2,1,487.681
P9,5,7.943,7.943,1,1,233.081
P9,5,7.943,7.943,1,1,667.616
P9,3,7.943,5.623,2,1,1870.031
P9,3,7.943,5.623,2,1,543.144
P9,4,7.943,5.623,1,1,197.492
P9,6,7.943,2.818,1,0,626.575
P9,1,7.943,3.981,2,1,711.28
P9,6,7.943,3.981,2,1,457.453
P9,1,7.943,3.981,1,1,360.407
P9,4,7.943,2.818,2,1,385.729
P9,4,7.943,2.818,1,1,304.531
P9,1,7.943,3.981,2,1,477.129
P9,7,7.943,8.913,1,1,445.401
P9,3,7.943,2.818,2,1,541.443
P9,1,7.943,2.818,1,1,560.526
P9,2,7.943,11.22,2,1,700.2
P9,6,7.943,3.981,1,1,606.692
P9,1,7.943,2.818,1,1,706.613
P9,8,7.943,8.913,2,1,839.126
P9,3,7.943,2.818,2,1,602.903
P9,3,7.943,2.818,2,1,479.09
P9,7,7.943,8.913,1,1,487.793
P9,7,7.943,6.31,1,0,618.031
P9,4,7.943,2.818,1,1,220.837
P9,1,7.943,2.818,1,1,513.032
P9,3,7.943,1.413,1,1,838.268
P9,4,7.943,1.413,2,1,615.18
P9,1,7.943,1.995,2,1,709.816
P9,4,7.943,1.413,1,0,664.405
P9,4,7.943,2.818,2,1,838.007
P9,3,7.943,1.413,1,1,689.999
P9,3,7.943,1.413,1,1,500.12
P9,3,7.943,0.708,1,1,694.827
P9,1,7.943,1.995,2,1,988.317
P9,2,7.943,5.623,1,1,552.293
P9,1,7.943,1.995,2,1,762.325
P9,2,7.943,5.623,2,1,600.734
P9,1,7.943,1.413,1,0,663.341
P9,2,7.943,5.623,1,1,709.074
P9,4,7.943,2.818,1,0,814.425
P9,2,7.943,2.818,2,1,456.321
P9,2,7.943,2.818,2,1,639.16
P9,1,7.943,1.995,2,1,838.643
P9,6,7.943,3.981,2,1,487.393
P9,2,7.943,2.818,2,1,581.899
P9,6,7.943,2.818,2,1,540.376
P9,7,7.943,8.913,2,1,515.31
P9,6,7.943,2.818,1,0,749.003
P9,1,7.943,1.995,2,1,482.562
P9,3,7.943,0.708,1,0,549.511
P9,3,7.943,1.413,1,0,624.102
P9,6,7.943,3.981,2,1,475.554
P9,4,7.943,3.981,1,1,608.124
P9,3,7.943,1.995,2,1,539.815
P9,2,7.943,1.413,2,1,464.982
P9,1,7.943,1.995,1,1,630.156
P9,2,7.943,1.413,2,1,464.687
P9,1,7.943,1.413,2,1,571.567
P9,6,7.943,3.981,2,1,460.601
P9,8,7.943,8.913,1,1,721.338
P9,8,7.943,8.913,2,1,408.127
P9,4,7.943,2.818,1,1,635.053
P9,5,7.943,5.623,2,1,443.594
P9,6,7.943,2.818,1,1,899.79
P9,7,7.943,8.913,2,1,681.33
P9,8,7.943,6.31,1,0,741.77
P9,5,7.943,5.623,1,0,740.969
P9,1,7.943,1.413,2,0,781.648
P9,4,7.943,2.818,2,1,279.521
P9,4,7.943,2.818,2,1,617.23
P9,6,7.943,2.818,2,1,520.814
P9,5,7.943,7.943,1,1,729.448
P9,5,7.943,7.943,1,1,552.051
P9,3,7.943,1.995,2,1,820.48
P9,7,7.943,8.913,2,0,749.089
P9,3,7.943,1.413,1,0,783.326
P9,8,7.943,8.913,1,0,1040.432
P9,5,7.943,5.623,2,0,1243.175
P9,3,7.943,1.995,1,0,549.908
P9,4,7.943,1.995,2,1,709.313
P9,3,7.943,2.818,2,1,629.973
P9,1,7.943,1.995,1,1,1296.028
P9,4,7.943,1.995,1,1,542.136
P9,5,7.943,7.943,1,1,310.954
P9,1,7.943,1.995,2,1,564.338
P9,7,7.943,12.589,2,1,637.553
P9,2,7.943,1.413,1,0,646.231
P9,8,7.943,12.589,2,1,563.521
P9,8,7.943,12.589,1,1,543.921
P9,1,7.943,1.413,1,0,477.059
P9,4,7.943,1.995,2,1,548.592
P9,3,7.943,2.818,2,1,487.073
P9,3,7.943,2.818,2,1,1944.131
P9,6,7.943,2.818,2,1,1505.135
P9,1,7.943,1.995,2,1,608.473
P9,2,7.943,2.818,2,1,611.376
P9,1,7.943,1.995,1,1,698.304
P9,7,7.943,8.913,1,1,705.117
P9,2,7.943,1.995,2,1,683.489
P9,3,7.943,1.995,2,1,759.103
P9,8,7.943,12.589,2,1,630.671
P9,1,7.943,1.995,2,0,800.366
P9,7,7.943,8.913,1,1,520.812
P9,7,7.943,8.913,1,1,527.354
P9,8,7.943,8.913,2,0,579.626
P9,8,7.943,12.589,1,1,424.51
P9,8,7.943,12.589,1,1,462.67
P9,1,7.943,2.818,1,1,419.629
P9,6,7.943,1.995,2,1,639.943
P9,2,7.943,1.995,2,1,600.174
P9,4,7.943,1.413,1,0,715.331
P9,5,7.943,7.943,2,1,529.408
P9,5,7.943,7.943,1,1,476.391
P9,1,7.943,1.995,2,1,493.252
P9,2,7.943,1.995,1,0,2365.712
P9,7,7.943,6.31,2,1,638.437
P9,5,7.943,5.623,1,1,624.237
P9,6,7.943,1.995,1,1,521.782
P9,7,7.943,6.31,1,1,523.375
P9,8,7.943,12.589,2,1,2166.435
P9,1,7.943,1.995,2,1,524.763
P9,4,7.943,1.995,2,1,530.75
P9,1,7.943,1.995,2,1,578.488
P9,4,7.943,1.995,2,1,1763.833
P9,5,7.943,5.623,2,1,422.297
P9,8,7.943,8.913,1,1,682.235
P9,5,7.943,5.623,1,0,657.251
P9,1,7.943,1.413,2,1,498.767
P9,7,7.943,6.31,2,0,666.436
P9,6,7.943,1.995,2,1,416.289
P9,8,7.943,8.913,1,1,723.049
P9,8,7.943,8.913,1,1,625.907
P9,2,7.943,2.818,2,1,530.662
P9,6,7.943,1.413,2,1,599.248
P9,1,7.943,1.413,1,0,1826.719
P9,1,7.943,1.995,2,1,491.374
P9,8,7.943,6.31,2,1,384.109
P9,4,7.943,1.995,2,1,516.537
P9,5,7.943,7.943,2,1,277.305
P9,4,7.943,1.413,1,0,2057.891
P9,2,7.943,1.995,1,1,564.944
P9,4,7.943,1.995,1,1,448.639
P9,2,7.943,1.995,2,1,420.101
P9,3,7.943,1.995,2,1,394.241
P9,5,7.943,5.623,1,1,541.751
P9,3,7.943,1.995,1,0,514.315
P9,3,7.943,2.818,1,1,495.242
P9,3,7.943,1.995,2,1,485.452
P9,2,7.943,1.995,2,1,435.715
P9,4,7.943,1.995,1,0,587.728
P9,8,7.943,6.31,2,1,521.785
P9,8,7.943,6.31,1,1,665.058
P9,6,7.943,1.413,1,0,503.675
P9,4,7.943,2.818,2,1,470.97
P9,5,7.943,5.623,2,1,474.419
P9,6,7.943,1.995,2,1,538.265
P9,1,7.943,1.995,1,1,655.609
P9,7,7.943,8.913,1,0,534.902
P9,2,7.943,1.413,1,0,484.06
P9,6,7.943,1.995,2,1,415.516
P9,8,7.943,4.467,1,0,600.926
P9,7,7.943,12.589,1,1,703.778
P9,4,7.943,2.818,2,1,549.9
P9,4,7.943,1.995,2,1,478.337
P9,2,7.943,1.995,1,1,470.98
P9,5,7.943,5.623,2,1,519.201
P9,1,7.943,1.413,1,0,698.256
P9,6,7.943,1.413,2,1,520.4
P9,3,7.943,1.995,2,1,456.779
P9,3,7.943,1.995,2,1,401.797
P9,5,7.943,3.981,2,1,375.141
P9,3,7.943,1.413,1,0,563.441
P9,2,7.943,1.995,2,1,629.029
P9,5,7.943,3.981,1,0,699.237
P9,7,7.943,8.913,2,1,386.245
P9,2,7.943,1.995,2,1,566.381
P9,6,7.943,1.413,1,0,617.242
P9,3,7.943,1.995,2,1,561.506
P9,5,7.943,5.623,1,1,690.758
P9,8,7.943,6.31,1,1,633.397
P9,5,7.943,5.623,2,1,480.746
P9,2,7.943,1.413,2,1,404.241
P9,8,7.943,6.31,1,0,666.616
P9,4,7.943,1.995,1,0,645.421
P9,5,7.943,3.981,2,1,402.652
P9,4,7.943,2.818,1,1,614.944
P9,2,7.943,1.413,1,0,379.287
P9,3,7.943,1.995,2,1,449.535
P9,5,7.943,3.981,2,1,464.513
P9,5,7.943,3.981,2,1,567.418
P9,5,7.943,2.818,1,0,790.261
P9,3,7.943,1.995,1,0,489.049
P9,7,7.943,8.913,1,1,712.908
P9,6,7.943,1.995,1,0,453.96
P9,2,7.943,1.995,1,0,605.916
P9,3,7.943,2.818,2,1,427.256
P9,2,7.943,2.818,1,1,606.047
P9,7,7.943,8.913,1,0,529.328
P9,6,7.943,2.818,1,1,1618.824
P9,7,7.943,12.589,1,0,642.641
P9,6,7.943,2.818,2,1,433.604
P9,4,7.943,2.818,1,0,865.82
P9,8,7.943,8.913,2,1,489.396
P9,2,7.943,2.818,2,1,390.195
P9,8,7.943,8.913,2,1,411.472
P9,2,7.943,1.995,1,0,735.165
P9,8,7.943,6.31,1,0,499.328
P9,2,7.943,2.818,2,1,484.982
P9,6,7.943,1.995,1,0,591.358
P9,5,7.943,3.981,2,1,424.724
P9,2,7.943,2.818,2,1,508.963
P9,7,7.943,17.783,1,1,950.546
P9,5,7.943,3.981,1,0,498.255
P9,7,7.943,12.589,2,1,568.226
P9,7,7.943,12.589,1,1,526.636
P9,7,7.943,12.589,2,1,418.385
P9,4,7.943,3.981,2,1,1757.273
P9,7,7.943,8.913,2,1,653.806
P9,6,7.943,2.818,2,1,581.582
P9,4,7.943,2.818,1,1,508.357
P9,5,7.943,5.623,2,1,464.943
P9,2,7.943,2.818,2,1,666.013
P9,6,7.943,2.818,1,1,488.177
P9,6,7.943,2.818,1,0,421.956
P9,4,7.943,2.818,1,1,545.72
P9,2,7.943,1.995,2,1,512.319
P9,3,7.943,1.995,1,1,665.847
P9,3,7.943,1.995,1,1,594.38
P9,2,7.943,1.995,1,0,632.611
P9,4,7.943,2.818,1,1,626.281
P9,3,7.943,1.995,2,1,449.297
P9,3,7.943,1.413,2,1,611.287
P9,6,7.943,3.981,2,1,580.969
P9,7,7.943,8.913,2,1,637.452
P9,4,7.943,1.995,2,1,525.243
P9,7,7.943,8.913,2,1,488.733
P9,5,7.943,5.623,2,1,655.344
P9,7,7.943,6.31,2,1,469.652
P9,3,7.943,1.413,1,0,668.829
P9,3,7.943,1.995,2,1,454.131
P9,7,7.943,6.31,2,1,540.564
P9,7,7.943,6.31,1,0,556.177
P9,3,7.943,1.995,2,1,593.758
P9,4,7.943,1.995,2,1,458.907
P9,7,7.943,8.913,2,1,445.374
P9,3,7.943,1.413,2,1,560.552
P9,7,7.943,6.31,1,0,541.97
P9,3,7.943,1.413,2,1,727.391
P9,3,7.943,1.413,1,1,924.998
P9,3,7.943,1.0,2,1,598.324
P9,4,7.943,1.995,2,1,563.215
P9,6,7.943,2.818,1,1,568.309
P9,3,7.943,1.0,1,0,566.629
P9,6,7.943,2.818,1,1,431.197
P9,4,7.943,1.413,2,1,593.854
P9,4,7.943,1.413,2,1,562.754
P9,4,7.943,1.413,1,1,438.301
P9,4,7.943,1.0,2,1,559.408
P9,6,7.943,2.818,1,0,738.072
P9,4,7.943,1.0,1,0,829.611
P9,4,7.943,1.413,2,1,577.629
P9,4,7.943,1.413,2,1,390.96
P9,4,7.943,1.0,1,0,524.116
P9,6,15.849,10.0,1,1,2.782
P9,4,15.849,10.0,1,1,2.27
P9,7,15.849,12.589,1,1,2.289
P9,3,15.849,10.0,2,0,2.28
P9,1,15.849,10.0,2,0,2.362
P9,8,15.849,12.589,1,1,2.299
P9,6,15.849,10.0,1,1,1087.134
P9,1,15.849,19.953,2,0,1218.083
P9,1,15.849,39.811,2,1,1461.614
P9,3,15.849,19.953,2,1,1860.718
P9,3,15.849,19.953,2,1,1630.466
P9,3,15.849,19.953,2,1,1145.343
P9,4,15.849,10.0,1,1,1226.339
P9,5,15.849,10.0,1,1,1191.0
P9,7,15.849,12.589,1,1,1879.261
P9,2,15.849,10.0,2,1,2217.344
P9,5,15.849,10.0,1,1,2606.765
P9,4,15.849,10.0,2,1,2222.577
P9,3,15.849,10.0,2,1,1098.441
P9,8,15.849,12.589,1,1,5455.416
P9,2,15.849,10.0,2,1,1247.552
P9,7,15.849,12.589,2,1,1040.643
P9,1,15.849,39.811,2,1,1538.488
P9,1,15.849,39.811,1,1,1423.261
P9,7,15.849,6.31,1,1,1610.61
P9,8,15.849,12.589,1,0,1861.491
P9,1,15.849,19.953,2,1,1006.843
P9,6,15.849,10.0,2,1,1872.403
P9,3,15.849,10.0,1,1,1147.851
P9,6,15.849,5.012,1,1,2134.835
P9,7,15.849,6.31,1,1,966.555
P9,2,15.849,10.0,1,1,873.65
P9,5,15.849,10.0,2,1,1862.879
P9,3,15.849,10.0,2,1,970.229
P9,7,15.849,6.31,1,1,1176.994
P9,8,15.849,25.119,2,1,1117.668
P9,4,15.849,5.012,2,1,1119.931
P9,1,15.849,19.953,1,1,550.06
P9,8,15.849,12.589,2,1,1030.723
P9,8,15.849,12.589,2,1,1056.355
P9,3,15.849,7.079,2,1,998.198
P9,2,15.849,5.012,1,1,1511.913
P9,5,15.849,5.012,1,0,1146.592
P9,7,15.849,3.162,2,0,1832.964
P9,8,15.849,12.589,1,0,1483.184
P9,2,15.849,5.012,2,1,969.528
P9,6,15.849,5.012,2,1,940.21
P9,4,15.849,5.012,1,1,1556.288
P9,8,15.849,17.783,2,1,853.633
P9,4,15.849,5.012,2,1,1006.778
P9,3,15.849,7.079,1,1,1007.308
P9,6,15.849,5.012,1,0,1175.321
P9,4,15.849,2.512,2,1,1218.832
P9,7,15.849,6.31,2,0,1210.106
P9,7,15.849,8.913,1,1,1044.115
P9,4,15.849,2.512,1,0,1352.556
P9,3,15.849,7.079,1,1,1520.753
P9,6,15.849,10.0,2,1,958.597
P9,5,15.849,10.0,1,0,1902.504
P9,6,15.849,7.079,1,1,1038.203
P9,1,15.849,19.953,1,1,2028.782
P9,6,15.849,7.079,2,1,1103.782
P9,1,15.849,14.125,2,1,1235.156
P9,4,15.849,5.012,2,1,742.208
P9,7,15.849,8.913,1,1,1140.621
P9,3,15.849,5.012,1,1,918.378
P9,6,15.849,7.079,1,0,1187.8
P9,2,15.849,5.012,2,0,1169.709
P9,8,15.849,12.589,2,1,965.078
P9,8,15.849,12.589,1,1,2002.497
P9,1,15.849,14.125,2,1,1059.798
P9,1,15.849,14.125,1,1,858.852
P9,3,15.849,5.012,1,0,1059.829
P9,5,15.849,14.125,2,1,890.251
P9,3,15.849,7.079,2,1,1039.412
P9,4,15.849,5.012,1,0,1171.018
P9,1,15.849,10.0,1,1,580.809
P9,2,15.849,10.0,2,1,811.375
P9,7,15.849,8.913,1,1,837.496
P9,4,15.849,7.079,1,1,864.945
P9,4,15.849,5.012,2,1,746.963
P9,4,15.849,5.012,1,1,1638.652
P9,1,15.849,10.0,2,1,1058.316
P9,8,15.849,12.589,2,0,1604.363
P9,8,15.849,17.783,2,1,663.88
P9,1,15.849,10.0,2,1,830.134
P9,1,15.849,7.079,2,0,1740.564
P9,6,15.849,10.0,2,1,806.646
P9,3,15.849,7.079,2,1,980.341
P9,6,15.849,7.079,2,1,830.543
P9,4,15.849,5.012,1,1,906.01
P9,2,15.849,7.079,2,0,1254.321
P9,3,15.849,5.012,1,0,1551.704
P9,3,15.849,7.079,1,1,882.491
P9,3,15.849,7.079,1,1,851.046
P9,1,15.849,10.0,2,1,928.889
P9,6,15.849,7.079,2,1,1332.463
P9,3,15.849,7.079,2,1,962.778
P9,5,15.849,14.125,2,1,1031.137
P9,5,15.849,14.125,2,1,735.678
P9,3,15.849,5.012,1,0,1630.703
P9,1,15.849,10.0,1,1,807.726
P9,2,15.849,10.0,2,1,1027.565
P9,5,15.849,10.0,2,1,786.071
P9,5,15.849,10.0,1,1,777.028
P9,5,15.849,10.0,1,1,1258.974
P9,3,15.849,7.079,2,1,783.197
P9,5,15.849,7.079,2,1,872.991
P9,7,15.849,6.31,1,1,931.399
P9,7,15.849,6.31,1,0,1096.206
P9,8,15.849,12.589,2,1,621.906
P9,1,15.849,10.0,1,1,963.899
P9,4,15.849,3.548,1,1,884.39
P9,3,15.849,7.079,1,1,623.354
P9,2,15.849,10.0,2,0,993.712
P9,7,15.849,8.913,1,1,679.854
P9,6,15.849,7.079,1,0,1038.687
P9,3,15.849,7.079,1,1,1386.887
P9,3,15.849,5.012,2,1,896.238
P9,7,15.849,8.913,2,0,1648.943
P9,8,15.849,12.589,2,1,887.75
P9,2,15.849,14.125,1,1,969.33
P9,4,15.849,3.548,2,0,1799.272
P9,7,15.849,12.589,1,1,1224.026
P9,5,15.849,7.079,1,1,946.925
P9,6,15.849,10.0,1,1,948.522
P9,5,15.849,7.079,1,1,679.881
P9,6,15.849,7.079,2,1,984.431
P9,7,15.849,8.913,2,1,1352.17
P9,7,15.849,8.913,1,1,879.784
P9,7,15.849,8.913,2,1,1278.568
P9,3,15.849,5.012,1,1,531.707
P9,6,15.849,7.079,1,1,1518.28
P9,1,15.849,7.079,1,1,1288.856
P9,1,15.849,7.079,2,1,1103.443
P9,8,15.849,12.589,1,1,885.673
P9,2,15.849,14.125,1,1,1045.858
P9,6,15.849,7.079,2,1,1107.261
P9,2,15.849,10.0,2,1,1258.135
P9,6,15.849,5.012,1,0,1059.203
P9,2,15.849,10.0,1,1,606.855
P9,2,15.849,10.0,2,1,1264.27
P9,2,15.849,7.079,1,1,1504.071
P9,6,15.849,7.079,1,0,1102.092
P9,4,15.849,5.012,2,0,592.794
P9,3,15.849,5.012,2,1,875.189
P9,2,15.849,7.079,2,1,1916.484
P9,3,15.849,3.548,1,1,697.986
P9,5,15.849,5.012,1,1,841.164
P9,6,15.849,10.0,1,0,1002.953
P9,8,15.849,8.913,1,0,1162.139
P9,2,15.849,7.079,2,1,1055.64
P9,4,15.849,7.079,2,1,721.746
P9,6,15.849,14.125,2,1,780.296
P9,3,15.849,3.548,2,1,855.962
P9,3,15.849,3.548,1,1,659.969
P9,6,15.849,14.125,2,1,972.735
P9,7,15.849,6.31,1,1,1100.008
P9,5,15.849,5.012,2,1,676.419
P9,6,15.849,14.125,1,1,811.297
P9,3,15.849,2.512,1,0,645.543
P9,7,15.849,6.31,2,0,1661.332
P9,4,15.849,7.079,1,1,860.844
P9,6,15.849,10.0,1,0,4934.502
P9,5,15.849,5.012,2,1,1294.606
P9,2,15.849,5.012,2,0,1600.578
P9,1,15.849,7.079,2,1,1543.731
P9,4,15.849,5.012,1,0,2259.925
P9,1,15.849,5.012,2,0,1198.786
P9,3,15.849,3.548,2,1,1065.649
P9,7,15.849,8.913,2,1,685.06
P9,2,15.849,7.079,1,1,772.063
P9,4,15.849,7.079,2,1,666.451
P9,5,15.849,3.548,2,1,481.859
P9,5,15.849,3.548,2,1,497.173
P9,3,15.849,3.548,2,1,610.03
P9,3,15.849,3.548,1,0,470.06
P9,4,15.849,7.079,1,1,1315.385
P9,8,15.849,12.589,2,1,704.123
P9,6,15.849,14.125,2,1,1183.269
P9,6,15.849,14.125,1,1,791.391
P9,6,15.849,14.125,1,1,662.564
P9,7,15.849,8.913,2,1,625.585
P9,2,15.849,7.079,2,0,840.731
P9,8,15.849,12.589,2,1,963.133
P9,4,15.849,7.079,1,1,530.991
P9,6,15.849,10.0,2,1,424.205
P9,1,15.849,7.079,2,1,505.053
P9,1,15.849,7.079,1,0,642.414
P9,2,15.849,10.0,1,0,786.195
P9,6,15.849,10.0,2,1,753.854
P9,7,15.849,6.31,1,1,852.51
P9,5,15.849,3.548,2,1,1144.448
P9,8,15.849,12.589,1,0,1224.344
P9,2,15.849,14.125,2,0,562.138
P9,2,15.849,19.953,1,1,941.291
P9,8,15.849,17.783,2,1,643.027
P9,8,15.849,12.589,1,1,1234.626
P9,3,15.849,5.012,1,0,985.772
P9,6,15.849,10.0,2,0,868.055
P9,8,15.849,12.589,1,0,899.933
P9,1,15.849,10.0,1,1,781.233
P9,8,15.849,17.783,2,1,597.134
P9,2,15.849,19.953,2,1,772.726
P9,4,15.849,5.012,1,1,843.427
P9,7,15.849,6.31,2,1,670.213
P9,4,15.849,5.012,2,1,569.511
P9,7,15.849,6.31,1,1,673.586
P9,1,15.849,10.0,2,1,655.56
P9,8,15.849,17.783,1,1,781.49
P9,7,15.849,4.467,1,0,579.134
P9,2,15.849,14.125,1,1,816.247
P9,2,15.849,14.125,1,1,679.4
P9,5,15.849,2.512,1,0,1028.783
P9,7,15.849,6.31,2,0,478.124
P9,7,15.849,8.913,2,1,829.37
P9,4,15.849,5.012,2,1,1037.862
P9,5,15.849,3.548,2,1,664.454
P9,2,15.849,14.125,2,1,633.637
P9,7,15.849,8.913,1,1,825.549
P9,4,15.849,3.548,1,0,590.449
P9,5,15.849,3.548,1,0,507.571
P9,7,15.849,8.913,2,1,571.931
P9,7,15.849,6.31,2,0,644.092
P9,5,15.849,5.012,1,1,719.762
P9,7,15.849,8.913,2,0,1105.328
P9,4,15.849,5.012,2,1,777.071
P9,1,15.849,7.079,2,1,544.016
P9,3,15.849,7.079,1,1,839.312
P9,1,15.849,7.079,2,1,726.395
P9,1,15.849,7.079,1,1,798.752
P9,8,15.849,12.589,1,0,787.76
P9,1,15.849,5.012,2,1,654.775
P9,2,15.849,10.0,1,1,762.484
P9,8,15.849,17.783,1,1,895.441
P9,8,15.849,17.783,1,1,737.498
P9,8,15.849,17.783,2,1,777.877
P9,3,15.849,5.012,1,1,739.463
P9,1,15.849,5.012,1,1,819.463
P9,4,15.849,5.012,1,1,810.227
P9,5,15.849,5.012,1,1,614.062
P9,3,15.849,5.012,1,0,930.118
P9,2,15.849,10.0,2,0,777.68
P9,3,15.849,7.079,1,1,746.591
P9,3,15.849,7.079,2,1,625.939
P9,5,15.849,3.548,1,1,695.352
P9,2,15.849,14.125,1,1,789.852
P9,4,15.849,5.012,1,1,669.227
P9,5,15.849,3.548,1,1,460.739
P9,5,15.849,3.548,2,0,536.17
P9,7,15.849,12.589,1,1,835.378
P9,4,15.849,3.548,1,1,623.261
P9,4,15.849,3.548,2,0,528.31
P9,2,15.849,14.125,1,1,675.997
P9,7,15.849,12.589,1,1,801.419
P9,5,15.849,5.012,1,1,525.506
P9,4,15.849,5.012,1,1,546.275
P9,7,15.849,12.589,2,0,815.287
P9,5,15.849,3.548,1,0,820.838
P9,2,15.849,10.0,2,1,1161.931
P9,4,15.849,5.012,2,1,966.451
P9,1,15.849,5.012,2,1,715.785
P9,5,15.849,5.012,2,1,654.429
P9,2,15.849,10.0,1,1,989.834
P9,1,15.849,3.548,2,1,1213.171
P9,2,15.849,10.0,2,0,933.327
P9,2,15.849,14.125,1,1,1001.807
P9,7,15.849,17.783,1,1,853.909
P9,1,15.849,3.548,1,1,723.995
P9,4,15.849,3.548,1,1,764.185
P9,2,15.849,10.0,2,1,966.628
P9,7,15.849,12.589,1,1,814.226
P9,2,15.849,10.0,2,0,1194.411
P9,4,15.849,3.548,1,0,729.913
P9,1,15.849,3.548,1,1,875.727
P9,5,15.849,5.012,1,1,748.177
P9,5,15.849,5.012,2,1,525.858
P9,7,15.849,12.589,2,1,584.037
